date,daily cases,daily deaths,state
2020-01-21,0.0,0.0,US
2020-01-22,0.0,0.0,US
2020-01-23,0.0,0.0,US
2020-01-24,0.0,0.0,US
2020-01-25,0.0,0.0,US
2020-01-26,1.0,0.0,US
2020-01-27,0.0,0.0,US
2020-01-28,0.0,0.0,US
2020-01-29,0.0,0.0,US
2020-01-30,1.0,0.0,US
2020-01-31,1.0,0.0,US
2020-02-01,0.0,0.0,US
2020-02-02,3.0,0.0,US
2020-02-03,0.0,0.0,US
2020-02-04,0.0,0.0,US
2020-02-05,0.0,0.0,US
2020-02-06,0.0,0.0,US
2020-02-07,0.0,0.0,US
2020-02-08,0.0,0.0,US
2020-02-09,0.0,0.0,US
2020-02-10,1.0,0.0,US
2020-02-11,0.0,0.0,US
2020-02-12,0.0,0.0,US
2020-02-13,1.0,0.0,US
2020-02-14,0.0,0.0,US
2020-02-15,0.0,0.0,US
2020-02-16,0.0,0.0,US
2020-02-17,0.0,0.0,US
2020-02-18,0.0,0.0,US
2020-02-19,0.0,0.0,US
2020-02-20,2.0,0.0,US
2020-02-21,3.0,0.0,US
2020-02-22,0.0,0.0,US
2020-02-23,0.0,0.0,US
2020-02-24,13.0,0.0,US
2020-02-25,1.0,0.0,US
2020-02-26,15.0,0.0,US
2020-02-27,0.0,0.0,US
2020-02-28,4.0,0.0,US
2020-02-29,5.0,1.0,US
2020-03-01,13.0,2.0,US
2020-03-02,13.0,3.0,US
2020-03-03,20.0,4.0,US
2020-03-04,35.0,2.0,US
2020-03-05,59.0,0.0,US
2020-03-06,74.0,3.0,US
2020-03-07,112.0,4.0,US
2020-03-08,115.0,3.0,US
2020-03-09,197.0,4.0,US
2020-03-10,263.0,4.0,US
2020-03-11,236.0,6.0,US
2020-03-12,403.0,6.0,US
2020-03-13,542.0,7.0,US
2020-03-14,673.0,10.0,US
2020-03-15,699.0,8.0,US
2020-03-16,907.0,23.0,US
2020-03-17,1398.0,26.0,US
2020-03-18,2444.0,45.0,US
2020-03-19,4043.0,50.0,US
2020-03-20,5619.0,65.0,US
2020-03-21,6516.0,83.0,US
2020-03-22,8545.0,98.0,US
2020-03-23,10432.0,121.0,US
2020-03-24,10433.0,206.0,US
2020-03-25,14634.0,269.0,US
2020-03-26,16998.0,299.0,US
2020-03-27,17330.0,417.0,US
2020-03-28,21064.0,530.0,US
2020-03-29,18520.0,418.0,US
2020-03-30,21469.0,650.0,US
2020-03-31,24506.0,936.0,US
2020-04-01,26930.0,1021.0,US
2020-04-02,29717.0,1216.0,US
2020-04-03,32318.0,1391.0,US
2020-04-04,35099.0,1556.0,US
2020-04-05,25616.0,1368.0,US
2020-04-06,30916.0,1526.0,US
2020-04-07,30337.0,2234.0,US
2020-04-08,31820.0,2085.0,US
2020-04-09,34699.0,2120.0,US
2020-04-10,33473.0,2263.0,US
2020-04-11,31720.0,2084.0,US
2020-04-12,27143.0,1681.0,US
2020-04-13,25769.0,1764.0,US
2020-04-14,26691.0,2705.0,US
2020-04-15,30033.0,2752.0,US
2020-04-16,31613.0,2348.0,US
2020-04-17,31509.0,2289.0,US
2020-04-18,28398.0,1952.0,US
2020-04-19,25334.0,1520.0,US
2020-04-20,27395.0,1837.0,US
2020-04-21,25514.0,2672.0,US
2020-04-22,28831.0,2371.0,US
2020-04-23,33776.0,2169.0,US
2020-04-24,36741.0,2132.0,US
2020-04-25,34408.0,1966.0,US
2020-04-26,26735.0,1254.0,US
2020-04-27,23197.0,1442.0,US
2020-04-28,24653.0,2394.0,US
2020-04-29,26555.0,2514.0,US
2020-04-30,30357.0,2210.0,US
2020-05-01,33970.0,1762.0,US
2020-05-02,29474.0,1583.0,US
2020-05-03,26140.0,1331.0,US
2020-05-04,21962.0,1089.0,US
2020-05-05,23707.0,2234.0,US
2020-05-06,24508.0,2708.0,US
2020-05-07,28476.0,1958.0,US
2020-05-08,27648.0,1575.0,US
2020-05-09,24868.0,1454.0,US
2020-05-10,20317.0,931.0,US
2020-05-11,17621.0,982.0,US
2020-05-12,22300.0,1653.0,US
2020-05-13,21145.0,1768.0,US
2020-05-14,26962.0,1738.0,US
2020-05-15,26237.0,1593.0,US
